images,values,hair,feathers,eggs,milk,airborne,aquatic,predator,toothed,backbone,breathes,venomous,fins,tail,domestic,catsize,legs_0,legs_2,legs_4,legs_5,legs_6,legs_8
03\000010.png,3,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.2700013,0.8944272,0.80812204,0.45711622,-1.8708287,-0.33104235,2.0976176,0.591608,-0.3752933,-0.8722784,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
06\000011.png,6,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,-0.7874008,0.8944272,-1.2374369,-2.1876276,-1.8708287,-0.33104235,-0.47673127,-1.6903085,-0.3752933,-0.8722784,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
06\000012.png,6,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.2700013,0.8944272,-1.2374369,-2.1876276,-1.8708287,-0.33104235,-0.47673127,-1.6903085,-0.3752933,-0.8722784,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
06\000013.png,6,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.2700013,0.8944272,-1.2374369,-2.1876276,-1.8708287,-0.33104235,-0.47673127,-1.6903085,-0.3752933,-0.8722784,-0.57259834,-0.62972355,-0.7268438,0.0,3.0207615,-0.15911146
01\000014.png,1,-0.8722784,2.0155644,0.8505317,-0.82915616,1.746425,-0.7874008,0.8944272,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
00\000015.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,-1.118034,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
00\000016.png,0,-0.8722784,-0.49613893,-1.1757351,1.2060454,-0.57259834,1.2700013,0.8944272,0.80812204,0.45711622,0.5345225,-0.33104235,2.0976176,0.591608,-0.3752933,1.1464231,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
01\000017.png,1,-0.8722784,2.0155644,0.8505317,-0.82915616,1.746425,-0.7874008,-1.118034,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,2.6645825,-0.8722784,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
01\000018.png,1,-0.8722784,2.0155644,0.8505317,-0.82915616,1.746425,1.2700013,-1.118034,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
00\000019.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,-1.118034,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
01\000020.png,1,-0.8722784,2.0155644,0.8505317,-0.82915616,1.746425,-0.7874008,-1.118034,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
05\000021.png,5,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,-0.7874008,-1.118034,-1.2374369,-2.1876276,0.5345225,-0.33104235,-0.47673127,-1.6903085,-0.3752933,-0.8722784,-0.57259834,-0.62972355,-0.7268438,0.0,3.0207615,-0.15911146
04\000022.png,4,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.2700013,0.8944272,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,-1.6903085,-0.3752933,-0.8722784,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
04\000023.png,4,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.2700013,0.8944272,0.80812204,0.45711622,0.5345225,3.0207615,-0.47673127,-1.6903085,-0.3752933,-0.8722784,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
00\000024.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,1.746425,-0.7874008,-1.118034,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
00\000025.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,-1.118034,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
00\000026.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,0.8944272,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,-1.6903085,2.6645825,1.1464231,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
05\000027.png,5,-0.8722784,-0.49613893,0.8505317,-0.82915616,1.746425,-0.7874008,-1.118034,-1.2374369,-2.1876276,0.5345225,-0.33104235,-0.47673127,-1.6903085,-0.3752933,-0.8722784,-0.57259834,-0.62972355,-0.7268438,0.0,3.0207615,-0.15911146
00\000028.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,-1.118034,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,2.6645825,1.1464231,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
00\000029.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,-1.118034,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,-1.6903085,-0.3752933,1.1464231,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
03\000030.png,3,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.2700013,-1.118034,0.80812204,0.45711622,-1.8708287,-0.33104235,2.0976176,0.591608,-0.3752933,-0.8722784,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
00\000031.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,-1.118034,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,2.6645825,-0.8722784,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
01\000032.png,1,-0.8722784,2.0155644,0.8505317,-0.82915616,1.746425,-0.7874008,0.8944272,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
03\000033.png,3,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.2700013,0.8944272,0.80812204,0.45711622,-1.8708287,-0.33104235,2.0976176,0.591608,-0.3752933,-0.8722784,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
05\000034.png,5,1.1464231,-0.49613893,0.8505317,-0.82915616,1.746425,-0.7874008,-1.118034,-1.2374369,-2.1876276,0.5345225,3.0207615,-0.47673127,-1.6903085,2.6645825,-0.8722784,-0.57259834,-0.62972355,-0.7268438,0.0,3.0207615,-0.15911146
05\000035.png,5,1.1464231,-0.49613893,0.8505317,-0.82915616,1.746425,-0.7874008,-1.118034,-1.2374369,-2.1876276,0.5345225,-0.33104235,-0.47673127,-1.6903085,-0.3752933,-0.8722784,-0.57259834,-0.62972355,-0.7268438,0.0,3.0207615,-0.15911146
01\000036.png,1,-0.8722784,2.0155644,0.8505317,-0.82915616,-0.57259834,-0.7874008,0.8944272,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
00\000037.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,0.8944272,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
06\000038.png,6,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.2700013,0.8944272,-1.2374369,-2.1876276,-1.8708287,-0.33104235,-0.47673127,-1.6903085,-0.3752933,-0.8722784,-0.57259834,-0.62972355,-0.7268438,0.0,3.0207615,-0.15911146
00\000039.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,0.8944272,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
00\000040.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,1.2700013,0.8944272,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
00\000041.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,0.8944272,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
00\000042.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,0.8944272,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
05\000043.png,5,1.1464231,-0.49613893,0.8505317,-0.82915616,1.746425,-0.7874008,-1.118034,-1.2374369,-2.1876276,0.5345225,-0.33104235,-0.47673127,-1.6903085,-0.3752933,-0.8722784,-0.57259834,-0.62972355,-0.7268438,0.0,3.0207615,-0.15911146
04\000044.png,4,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.2700013,0.8944272,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
06\000045.png,6,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.2700013,0.8944272,-1.2374369,-2.1876276,-1.8708287,-0.33104235,-0.47673127,-1.6903085,-0.3752933,1.1464231,-0.57259834,-0.62972355,-0.7268438,0.0,-0.33104235,6.2849026
00\000046.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,0.8944272,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
00\000047.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,-1.118034,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
01\000048.png,1,-0.8722784,2.0155644,0.8505317,-0.82915616,-0.57259834,1.2700013,0.8944272,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
01\000049.png,1,-0.8722784,2.0155644,0.8505317,-0.82915616,1.746425,-0.7874008,-1.118034,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
03\000050.png,3,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.2700013,0.8944272,0.80812204,0.45711622,-1.8708287,-0.33104235,2.0976176,0.591608,-0.3752933,1.1464231,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
02\000051.png,2,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,-0.7874008,0.8944272,0.80812204,0.45711622,0.5345225,3.0207615,-0.47673127,0.591608,-0.3752933,-0.8722784,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
00\000052.png,0,1.1464231,-0.49613893,0.8505317,1.2060454,-0.57259834,1.2700013,0.8944272,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
00\000053.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,0.8944272,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
00\000054.png,0,-0.8722784,-0.49613893,-1.1757351,1.2060454,-0.57259834,1.2700013,0.8944272,0.80812204,0.45711622,0.5345225,-0.33104235,2.0976176,0.591608,-0.3752933,1.1464231,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
00\000055.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,0.8944272,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,2.6645825,1.1464231,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
00\000056.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,-1.118034,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,2.6645825,1.1464231,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
01\000057.png,1,-0.8722784,2.0155644,0.8505317,-0.82915616,-0.57259834,-0.7874008,0.8944272,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
06\000058.png,6,-0.8722784,-0.49613893,-1.1757351,-0.82915616,-0.57259834,-0.7874008,0.8944272,-1.2374369,-2.1876276,0.5345225,3.0207615,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,-0.62972355,-0.7268438,0.0,-0.33104235,6.2849026
03\000059.png,3,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.2700013,-1.118034,0.80812204,0.45711622,-1.8708287,-0.33104235,2.0976176,0.591608,-0.3752933,-0.8722784,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
00\000060.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,1.2700013,0.8944272,0.80812204,0.45711622,0.5345225,-0.33104235,2.0976176,-1.6903085,-0.3752933,1.1464231,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
00\000061.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,1.2700013,0.8944272,0.80812204,0.45711622,0.5345225,-0.33104235,2.0976176,0.591608,-0.3752933,1.1464231,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
02\000062.png,2,-0.8722784,-0.49613893,-1.1757351,-0.82915616,-0.57259834,1.2700013,0.8944272,0.80812204,0.45711622,-1.8708287,3.0207615,-0.47673127,0.591608,-0.3752933,-0.8722784,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
06\000063.png,6,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.2700013,0.8944272,-1.2374369,-2.1876276,-1.8708287,3.0207615,-0.47673127,-1.6903085,-0.3752933,-0.8722784,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
01\000064.png,1,-0.8722784,2.0155644,0.8505317,-0.82915616,1.746425,1.2700013,0.8944272,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
01\000065.png,1,-0.8722784,2.0155644,0.8505317,-0.82915616,1.746425,1.2700013,0.8944272,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
02\000066.png,2,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,-0.7874008,0.8944272,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
03\000067.png,3,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.2700013,-1.118034,0.80812204,0.45711622,-1.8708287,-0.33104235,2.0976176,0.591608,-0.3752933,-0.8722784,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
01\000068.png,1,-0.8722784,2.0155644,0.8505317,-0.82915616,1.746425,-0.7874008,-1.118034,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
00\000069.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,-1.118034,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
03\000070.png,3,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.2700013,0.8944272,0.80812204,0.45711622,-1.8708287,3.0207615,2.0976176,0.591608,-0.3752933,1.1464231,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
01\000071.png,1,-0.8722784,2.0155644,0.8505317,-0.82915616,1.746425,1.2700013,-1.118034,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
02\000072.png,2,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,-0.7874008,-1.118034,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
03\000073.png,3,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.2700013,0.8944272,0.80812204,0.45711622,-1.8708287,-0.33104235,2.0976176,0.591608,-0.3752933,1.1464231,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
00\000074.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,1.746425,-0.7874008,-1.118034,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
00\000075.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,-1.118034,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,-0.62972355,1.3758115,0.0,-0.33104235,-0.15911146
01\000076.png,1,-0.8722784,2.0155644,0.8505317,-0.82915616,1.746425,-0.7874008,0.8944272,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
00\000077.png,0,1.1464231,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7874008,-1.118034,0.80812204,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,1.1464231,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
05\000078.png,5,1.1464231,-0.49613893,0.8505317,-0.82915616,1.746425,-0.7874008,-1.118034,-1.2374369,-2.1876276,0.5345225,3.0207615,-0.47673127,-1.6903085,-0.3752933,-0.8722784,-0.57259834,-0.62972355,-0.7268438,0.0,3.0207615,-0.15911146
06\000079.png,6,-0.8722784,-0.49613893,0.8505317,-0.82915616,-0.57259834,-0.7874008,-1.118034,-1.2374369,-2.1876276,0.5345225,-0.33104235,-0.47673127,-1.6903085,-0.3752933,-0.8722784,1.746425,-0.62972355,-0.7268438,0.0,-0.33104235,-0.15911146
01\000080.png,1,-0.8722784,2.0155644,0.8505317,-0.82915616,1.746425,-0.7874008,-1.118034,-1.2374369,0.45711622,0.5345225,-0.33104235,-0.47673127,0.591608,-0.3752933,-0.8722784,-0.57259834,1.5879984,-0.7268438,0.0,-0.33104235,-0.15911146
