images,values,hobby_0,hobby_1,hobby_2,age_0,age_1,age_2,age_3,educational_level_0,educational_level_1,educational_level_2,educational_level_3,marital_status_0,marital_status_1,marital_status_2,marital_status_3
01\000016.png,1,-0.8542422,-0.6497863,1.5986105,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000017.png,0,-0.8542422,-0.6497863,1.5986105,-0.78756154,-0.748983,2.32379,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
00\000018.png,0,-0.8542422,-0.6497863,1.5986105,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,-0.7617394,2.081666,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000019.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
00\000020.png,0,-0.8542422,-0.6497863,1.5986105,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
00\000021.png,0,-0.8542422,1.5389675,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
00\000022.png,0,-0.8542422,-0.6497863,1.5986105,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
00\000023.png,0,-0.8542422,1.5389675,-0.62554324,-0.78756154,-0.748983,2.32379,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
01\000024.png,1,-0.8542422,-0.6497863,1.5986105,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
01\000025.png,1,-0.8542422,-0.6497863,1.5986105,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
01\000026.png,1,-0.8542422,1.5389675,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000027.png,0,-0.8542422,-0.6497863,1.5986105,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
02\000028.png,2,1.1706282,-0.6497863,-0.62554324,-0.78756154,-0.748983,-0.43033147,2.9742484,1.2909944,-0.7617394,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
01\000029.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
00\000030.png,0,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
02\000031.png,2,-0.8542422,1.5389675,-0.62554324,-0.78756154,-0.748983,-0.43033147,2.9742484,-0.7745967,-0.7617394,2.081666,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
01\000032.png,1,-0.8542422,-0.6497863,1.5986105,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000033.png,1,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
02\000034.png,2,-0.8542422,-0.6497863,1.5986105,-0.78756154,-0.748983,-0.43033147,2.9742484,-0.7745967,-0.7617394,2.081666,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000035.png,1,-0.8542422,1.5389675,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
01\000036.png,1,-0.8542422,1.5389675,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000037.png,0,-0.8542422,-0.6497863,1.5986105,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
01\000038.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
00\000039.png,0,-0.8542422,1.5389675,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000040.png,0,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000041.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
00\000042.png,0,-0.8542422,-0.6497863,1.5986105,-0.78756154,-0.748983,2.32379,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
00\000043.png,0,-0.8542422,-0.6497863,1.5986105,-0.78756154,-0.748983,2.32379,-0.3362194,-0.7745967,-0.7617394,2.081666,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
01\000044.png,1,-0.8542422,-0.6497863,1.5986105,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000045.png,1,-0.8542422,-0.6497863,1.5986105,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000046.png,0,-0.8542422,-0.6497863,1.5986105,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
00\000047.png,0,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000048.png,1,-0.8542422,1.5389675,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
00\000049.png,0,-0.8542422,1.5389675,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
00\000050.png,0,-0.8542422,1.5389675,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
01\000051.png,1,-0.8542422,1.5389675,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000052.png,1,-0.8542422,1.5389675,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000053.png,0,1.1706282,-0.6497863,-0.62554324,-0.78756154,-0.748983,2.32379,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
02\000054.png,2,-0.8542422,1.5389675,-0.62554324,-0.78756154,-0.748983,-0.43033147,2.9742484,-0.7745967,-0.7617394,-0.48038447,3.6362374,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000055.png,0,-0.8542422,1.5389675,-0.62554324,-0.78756154,-0.748983,2.32379,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
01\000056.png,1,-0.8542422,-0.6497863,1.5986105,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000057.png,1,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000058.png,1,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000059.png,1,-0.8542422,1.5389675,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,-0.7617394,2.081666,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000060.png,1,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,-0.7617394,2.081666,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000061.png,0,-0.8542422,-0.6497863,1.5986105,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,-0.7617394,2.081666,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
02\000062.png,2,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,-0.7617394,-0.48038447,3.6362374,-0.72374684,-0.78756154,-0.48038447,3.261344
02\000063.png,2,1.1706282,-0.6497863,-0.62554324,-0.78756154,-0.748983,-0.43033147,2.9742484,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
00\000064.png,0,-0.8542422,1.5389675,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
02\000065.png,2,-0.8542422,-0.6497863,1.5986105,-0.78756154,-0.748983,-0.43033147,2.9742484,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000066.png,0,-0.8542422,1.5389675,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
02\000067.png,2,-0.8542422,1.5389675,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,-0.7617394,-0.48038447,3.6362374,-0.72374684,-0.78756154,2.081666,-0.30662206
01\000068.png,1,-0.8542422,-0.6497863,1.5986105,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000069.png,0,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,-0.7617394,2.081666,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000070.png,0,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
02\000071.png,2,1.1706282,-0.6497863,-0.62554324,-0.78756154,-0.748983,-0.43033147,2.9742484,-0.7745967,-0.7617394,-0.48038447,3.6362374,1.3816986,-0.78756154,-0.48038447,-0.30662206
01\000072.png,1,-0.8542422,-0.6497863,1.5986105,-0.78756154,-0.748983,2.32379,-0.3362194,-0.7745967,-0.7617394,2.081666,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000073.png,1,-0.8542422,1.5389675,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
01\000074.png,1,-0.8542422,1.5389675,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000075.png,1,-0.8542422,1.5389675,-0.62554324,-0.78756154,-0.748983,2.32379,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
00\000076.png,0,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000077.png,0,-0.8542422,-0.6497863,1.5986105,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
00\000078.png,0,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
02\000079.png,2,-0.8542422,-0.6497863,1.5986105,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,-0.7617394,-0.48038447,3.6362374,-0.72374684,-0.78756154,-0.48038447,3.261344
01\000080.png,1,-0.8542422,-0.6497863,1.5986105,-0.78756154,-0.748983,2.32379,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
01\000081.png,1,-0.8542422,1.5389675,-0.62554324,-0.78756154,-0.748983,2.32379,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
00\000082.png,0,-0.8542422,1.5389675,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,-0.7617394,2.081666,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
00\000083.png,0,-0.8542422,-0.6497863,1.5986105,1.269742,-0.748983,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
02\000084.png,2,-0.8542422,1.5389675,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,-0.7617394,-0.48038447,3.6362374,1.3816986,-0.78756154,-0.48038447,-0.30662206
01\000085.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
01\000086.png,1,-0.8542422,1.5389675,-0.62554324,-0.78756154,-0.748983,2.32379,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
02\000087.png,2,-0.8542422,1.5389675,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,-0.78756154,-0.48038447,3.261344
02\000088.png,2,1.1706282,-0.6497863,-0.62554324,-0.78756154,-0.748983,-0.43033147,2.9742484,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
00\000089.png,0,-0.8542422,1.5389675,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
00\000090.png,0,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
01\000091.png,1,-0.8542422,1.5389675,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,-0.7617394,2.081666,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000092.png,0,1.1706282,-0.6497863,-0.62554324,-0.78756154,-0.748983,2.32379,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
00\000093.png,0,-0.8542422,-0.6497863,1.5986105,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
00\000094.png,0,-0.8542422,-0.6497863,1.5986105,1.269742,-0.748983,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
02\000095.png,2,-0.8542422,-0.6497863,1.5986105,-0.78756154,-0.748983,2.32379,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,-0.78756154,-0.48038447,3.261344
01\000096.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,-0.7617394,2.081666,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
01\000097.png,1,-0.8542422,-0.6497863,1.5986105,-0.78756154,-0.748983,2.32379,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000098.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
02\000099.png,2,-0.8542422,1.5389675,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,-0.78756154,-0.48038447,3.261344
02\000100.png,2,-0.8542422,-0.6497863,1.5986105,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,-0.78756154,-0.48038447,3.261344
00\000101.png,0,-0.8542422,1.5389675,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
02\000102.png,2,-0.8542422,-0.6497863,1.5986105,-0.78756154,-0.748983,-0.43033147,2.9742484,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
02\000103.png,2,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,-0.7617394,-0.48038447,3.6362374,-0.72374684,-0.78756154,2.081666,-0.30662206
00\000104.png,0,-0.8542422,1.5389675,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
01\000105.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
00\000106.png,0,-0.8542422,-0.6497863,1.5986105,1.269742,-0.748983,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000107.png,0,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000108.png,0,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
00\000109.png,0,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
00\000110.png,0,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,-0.7617394,2.081666,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
00\000111.png,0,1.1706282,-0.6497863,-0.62554324,-0.78756154,-0.748983,2.32379,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
01\000112.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
01\000113.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000114.png,1,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000115.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
01\000116.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,-0.7617394,2.081666,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000117.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,-0.748983,2.32379,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
01\000118.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,-0.7617394,2.081666,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
01\000119.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,-0.748983,2.32379,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
01\000120.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,-0.748983,2.32379,-0.3362194,-0.7745967,-0.7617394,2.081666,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000121.png,0,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,-0.7745967,-0.7617394,2.081666,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000122.png,0,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
01\000123.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,-0.748983,2.32379,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000124.png,0,1.1706282,-0.6497863,-0.62554324,1.269742,-0.748983,-0.43033147,-0.3362194,1.2909944,-0.7617394,-0.48038447,-0.27500954,1.3816986,-0.78756154,-0.48038447,-0.30662206
01\000125.png,1,1.1706282,-0.6497863,-0.62554324,-0.78756154,1.3351437,-0.43033147,-0.3362194,-0.7745967,1.3127849,-0.48038447,-0.27500954,-0.72374684,1.269742,-0.48038447,-0.30662206
00\000126.png,0,1.1706282,-0.6497863,-0.62554324,-0.78756154,-0.748983,2.32379,-0.3362194,-0.7745967,-0.7617394,2.081666,-0.27500954,-0.72374684,-0.78756154,2.081666,-0.30662206
