images,values,sepal_length,sepal_width,petal_length,petal_width
01\000047.png,1,-0.99610686,-2.643324,-0.1515989,-0.26872998
01\000048.png,1,0.07221045,-0.15743937,0.24265203,0.3736525
01\000049.png,1,0.30961403,-0.40602753,0.5242599,0.24517594
01\000050.png,1,-0.28389552,-0.40602753,-0.095277384,0.11669943
01\000051.png,1,1.0218254,0.091148846,0.35529533,0.24517594
01\000052.png,1,-0.28389552,-0.15743937,0.41161686,0.3736525
01\000053.png,1,-0.046491344,-0.9032045,0.1863305,-0.26872998
01\000054.png,1,0.42831585,-2.1461468,0.41161686,0.3736525
01\000055.png,1,-0.28389552,-1.4003816,0.07368745,-0.14025347
01\000056.png,1,0.07221045,0.33973765,0.58058167,0.7590819
01\000057.png,1,0.30961403,-0.65461636,0.13000897,0.11669943
01\000058.png,1,0.54701823,-1.4003816,0.63690317,0.3736525
01\000059.png,1,0.66572005,-0.40602753,0.29897383,0.11669943
01\000060.png,1,0.9031237,-0.15743937,0.35529533,0.24517594
01\000061.png,1,0.19091226,-0.40602753,0.41161686,0.3736525
01\000062.png,1,-0.1651937,-1.1517934,-0.1515989,-0.26872998
01\000063.png,1,-0.40259734,-1.6489698,0.017365798,-0.14025347
01\000064.png,1,-0.046491344,-0.9032045,0.07368745,-0.011776938
01\000065.png,1,0.19091226,-0.9032045,0.74954623,0.502129
01\000066.png,1,-0.5212991,-0.15743937,0.41161686,0.3736525
01\000067.png,1,0.19091226,0.83691466,0.41161686,0.502129
01\000068.png,1,0.54701823,-1.8975585,0.35529533,0.11669943
01\000069.png,1,-0.28389552,-0.15743937,0.1863305,0.11669943
01\000070.png,1,-0.40259734,-1.4003816,0.13000897,0.11669943
01\000071.png,1,-0.40259734,-1.1517934,0.35529533,-0.011776938
01\000072.png,1,0.30961403,-0.15743937,0.4679384,0.24517594
01\000073.png,1,-0.046491344,-1.1517934,0.13000897,-0.011776938
01\000074.png,1,-0.28389552,-0.9032045,0.24265203,0.11669943
01\000075.png,1,-0.1651937,-0.15743937,0.24265203,-0.011776938
01\000076.png,1,-0.1651937,-0.40602753,0.24265203,0.11669943
01\000077.png,1,0.42831585,-0.40602753,0.29897383,0.11669943
01\000078.png,1,-0.87740505,-1.4003816,-0.43320677,-0.14025347
01\000079.png,1,-0.1651937,-0.65461636,0.1863305,0.11669943
02\000080.png,2,0.54701823,0.58832586,1.2564405,1.6584175
02\000081.png,2,1.4966332,-0.15743937,1.2001189,1.1445113
02\000082.png,2,0.78442186,-0.15743937,1.1437974,1.272988
02\000083.png,2,2.0901427,-0.15743937,1.5943699,1.1445113
02\000084.png,2,-1.1148087,-1.4003816,0.41161686,0.6306055
02\000085.png,2,1.7340374,-0.40602753,1.4254053,0.7590819
02\000086.png,2,1.0218254,-1.4003816,1.1437974,0.7590819
02\000087.png,2,1.615335,1.3340911,1.312762,1.6584175
02\000088.png,2,0.78442186,0.33973765,0.74954623,1.016035
02\000089.png,2,0.66572005,-0.9032045,0.86218953,0.88755846
02\000090.png,2,1.1405278,-0.15743937,0.9748326,1.1445113
02\000091.png,2,-0.046491344,-0.65461636,0.74954623,1.5299411
02\000092.png,2,0.66572005,0.33973765,0.86218953,1.4014643
02\000093.png,2,0.78442186,-0.15743937,0.9748326,0.7590819
02\000094.png,2,2.2088447,1.8312681,1.6506914,1.272988
02\000095.png,2,2.2088447,-1.1517934,1.7633348,1.4014643
02\000096.png,2,1.2592297,0.33973765,1.0874757,1.4014643
02\000097.png,2,-0.28389552,-0.65461636,0.63690317,1.016035
02\000098.png,2,2.2088447,-0.65461636,1.6506914,1.016035
02\000099.png,2,0.54701823,-0.9032045,0.63690317,0.7590819
02\000100.png,2,1.0218254,0.58832586,1.0874757,1.1445113
02\000101.png,2,1.615335,0.33973765,1.2564405,0.7590819
02\000102.png,2,0.42831585,-0.65461636,0.58058167,0.7590819
02\000103.png,2,0.30961403,-0.15743937,0.63690317,0.7590819
02\000104.png,2,0.66572005,-0.65461636,1.0311542,1.1445113
02\000105.png,2,1.615335,-0.15743937,1.1437974,0.502129
02\000106.png,2,1.8527392,-0.65461636,1.312762,0.88755846
02\000107.png,2,0.66572005,-0.65461636,1.0311542,1.272988
02\000108.png,2,0.54701823,-0.65461636,0.74954623,0.3736525
02\000109.png,2,2.2088447,-0.15743937,1.312762,1.4014643
02\000110.png,2,0.54701823,0.83691466,1.0311542,1.5299411
02\000111.png,2,0.19091226,-0.15743937,0.58058167,0.7590819
02\000112.png,2,1.2592297,0.091148846,0.91851103,1.1445113
02\000113.png,2,1.0218254,0.091148846,1.0311542,1.5299411
02\000114.png,2,-0.046491344,-0.9032045,0.74954623,0.88755846
02\000115.png,2,1.0218254,0.58832586,1.0874757,1.6584175
02\000116.png,2,1.0218254,-0.15743937,0.80586773,1.4014643
02\000117.png,2,0.78442186,-0.15743937,0.80586773,1.016035
02\000118.png,2,0.42831585,0.83691466,0.91851103,1.4014643
02\000119.png,2,0.07221045,-0.15743937,0.74954623,0.7590819
