images,values,hair,feathers,eggs,milk,airborne,aquatic,predator,toothed,backbone,breathes,venomous,fins,tail,domestic,catsize,legs_0,legs_2,legs_4,legs_5,legs_6,legs_8
03\000010.png,3,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,1.3758115,0.9400643,0.82915616,0.47673127,-2.0976176,-0.25649458,2.1876276,0.591608,-0.39641246,-0.82915616,1.8064214,-0.591608,-0.7874008,-0.1118034,-0.33104235,-0.1118034
06\000011.png,6,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,-0.7268438,0.9400643,-1.2060454,-2.0976176,-2.0976176,-0.25649458,-0.45711622,-1.6903085,-0.39641246,-0.82915616,1.8064214,-0.591608,-0.7874008,-0.1118034,-0.33104235,-0.1118034
06\000012.png,6,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,1.3758115,0.9400643,-1.2060454,-2.0976176,-2.0976176,-0.25649458,-0.45711622,-1.6903085,-0.39641246,-0.82915616,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
03\000013.png,3,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,1.3758115,0.9400643,0.82915616,0.47673127,-2.0976176,-0.25649458,2.1876276,0.591608,-0.39641246,1.2060454,1.8064214,-0.591608,-0.7874008,-0.1118034,-0.33104235,-0.1118034
00\000014.png,0,-0.8505317,-0.49613893,-1.2060454,1.2060454,-0.5535807,1.3758115,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,2.1876276,0.591608,-0.39641246,1.2060454,1.8064214,-0.591608,-0.7874008,-0.1118034,-0.33104235,-0.1118034
01\000015.png,1,-0.8505317,2.0155644,0.82915616,-0.82915616,1.8064214,-0.7268438,-1.063757,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,2.522625,-0.82915616,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
01\000016.png,1,-0.8505317,2.0155644,0.82915616,-0.82915616,1.8064214,1.3758115,-1.063757,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
01\000017.png,1,-0.8505317,2.0155644,0.82915616,-0.82915616,1.8064214,-0.7268438,-1.063757,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,1.2060454,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
05\000018.png,5,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,-0.7268438,-1.063757,-1.2060454,-2.0976176,0.47673127,-0.25649458,-0.45711622,-1.6903085,-0.39641246,-0.82915616,-0.5535807,-0.591608,-0.7874008,-0.1118034,3.0207615,-0.1118034
04\000019.png,4,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,1.3758115,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,-1.6903085,-0.39641246,-0.82915616,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
00\000020.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,1.8064214,-0.7268438,-1.063757,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
00\000021.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,-1.063757,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,1.2060454,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
00\000022.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,-1.6903085,2.522625,1.2060454,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
05\000023.png,5,-0.8505317,-0.49613893,0.82915616,-0.82915616,1.8064214,-0.7268438,-1.063757,-1.2060454,-2.0976176,0.47673127,-0.25649458,-0.45711622,-1.6903085,-0.39641246,-0.82915616,-0.5535807,-0.591608,-0.7874008,-0.1118034,3.0207615,-0.1118034
00\000024.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,-1.063757,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,2.522625,1.2060454,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
01\000025.png,1,-0.8505317,2.0155644,0.82915616,-0.82915616,1.8064214,1.3758115,0.9400643,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
00\000026.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,-1.063757,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,2.522625,-0.82915616,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
00\000027.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,-1.063757,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
01\000028.png,1,-0.8505317,2.0155644,0.82915616,-0.82915616,1.8064214,-0.7268438,0.9400643,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
03\000029.png,3,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,1.3758115,0.9400643,0.82915616,0.47673127,-2.0976176,-0.25649458,2.1876276,0.591608,-0.39641246,-0.82915616,1.8064214,-0.591608,-0.7874008,-0.1118034,-0.33104235,-0.1118034
05\000030.png,5,1.1757351,-0.49613893,0.82915616,-0.82915616,1.8064214,-0.7268438,-1.063757,-1.2060454,-2.0976176,0.47673127,-0.25649458,-0.45711622,-1.6903085,-0.39641246,-0.82915616,-0.5535807,-0.591608,-0.7874008,-0.1118034,3.0207615,-0.1118034
01\000031.png,1,-0.8505317,2.0155644,0.82915616,-0.82915616,-0.5535807,-0.7268438,0.9400643,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
05\000032.png,5,-0.8505317,-0.49613893,0.82915616,-0.82915616,1.8064214,-0.7268438,0.9400643,-1.2060454,-2.0976176,0.47673127,-0.25649458,-0.45711622,-1.6903085,-0.39641246,-0.82915616,-0.5535807,-0.591608,-0.7874008,-0.1118034,3.0207615,-0.1118034
01\000033.png,1,-0.8505317,2.0155644,0.82915616,-0.82915616,1.8064214,-0.7268438,-1.063757,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
00\000034.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,1.2060454,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
00\000035.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,1.2060454,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
06\000036.png,6,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,1.3758115,0.9400643,-1.2060454,-2.0976176,-2.0976176,-0.25649458,-0.45711622,-1.6903085,-0.39641246,-0.82915616,-0.5535807,-0.591608,-0.7874008,-0.1118034,3.0207615,-0.1118034
00\000037.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,1.3758115,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,1.2060454,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
00\000038.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
00\000039.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,1.2060454,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
05\000040.png,5,1.1757351,-0.49613893,0.82915616,-0.82915616,1.8064214,-0.7268438,-1.063757,-1.2060454,-2.0976176,0.47673127,-0.25649458,-0.45711622,-1.6903085,-0.39641246,-0.82915616,-0.5535807,-0.591608,-0.7874008,-0.1118034,3.0207615,-0.1118034
04\000041.png,4,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,1.3758115,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
00\000042.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,-1.063757,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,1.2060454,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
01\000043.png,1,-0.8505317,2.0155644,0.82915616,-0.82915616,-0.5535807,-0.7268438,-1.063757,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,1.2060454,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
01\000044.png,1,-0.8505317,2.0155644,0.82915616,-0.82915616,1.8064214,-0.7268438,-1.063757,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,2.522625,-0.82915616,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
01\000045.png,1,-0.8505317,2.0155644,0.82915616,-0.82915616,-0.5535807,1.3758115,0.9400643,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,1.2060454,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
01\000046.png,1,-0.8505317,2.0155644,0.82915616,-0.82915616,1.8064214,-0.7268438,-1.063757,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
03\000047.png,3,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,1.3758115,0.9400643,0.82915616,0.47673127,-2.0976176,-0.25649458,2.1876276,0.591608,-0.39641246,-0.82915616,1.8064214,-0.591608,-0.7874008,-0.1118034,-0.33104235,-0.1118034
02\000048.png,2,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,-0.7268438,0.9400643,0.82915616,0.47673127,0.47673127,3.8987176,-0.45711622,0.591608,-0.39641246,-0.82915616,1.8064214,-0.591608,-0.7874008,-0.1118034,-0.33104235,-0.1118034
00\000049.png,0,1.1757351,-0.49613893,0.82915616,1.2060454,-0.5535807,1.3758115,0.9400643,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,1.2060454,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
00\000050.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,-1.063757,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,2.522625,1.2060454,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
00\000051.png,0,-0.8505317,-0.49613893,-1.2060454,1.2060454,-0.5535807,1.3758115,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,2.1876276,0.591608,-0.39641246,1.2060454,1.8064214,-0.591608,-0.7874008,-0.1118034,-0.33104235,-0.1118034
00\000052.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,1.2060454,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
00\000053.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,2.522625,1.2060454,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
00\000054.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,1.2060454,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
00\000055.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,-1.063757,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,2.522625,1.2060454,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
01\000056.png,1,-0.8505317,2.0155644,0.82915616,-0.82915616,-0.5535807,-0.7268438,0.9400643,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,1.2060454,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
06\000057.png,6,-0.8505317,-0.49613893,-1.2060454,-0.82915616,-0.5535807,-0.7268438,0.9400643,-1.2060454,-2.0976176,0.47673127,3.8987176,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,-0.591608,-0.7874008,-0.1118034,-0.33104235,8.944272
03\000058.png,3,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,1.3758115,-1.063757,0.82915616,0.47673127,-2.0976176,-0.25649458,2.1876276,0.591608,-0.39641246,-0.82915616,1.8064214,-0.591608,-0.7874008,-0.1118034,-0.33104235,-0.1118034
00\000059.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,1.3758115,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,2.1876276,-1.6903085,-0.39641246,1.2060454,1.8064214,-0.591608,-0.7874008,-0.1118034,-0.33104235,-0.1118034
00\000060.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,1.3758115,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,2.1876276,0.591608,-0.39641246,1.2060454,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
06\000061.png,6,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,1.3758115,0.9400643,-1.2060454,-2.0976176,-2.0976176,3.8987176,-0.45711622,-1.6903085,-0.39641246,-0.82915616,1.8064214,-0.591608,-0.7874008,-0.1118034,-0.33104235,-0.1118034
01\000062.png,1,-0.8505317,2.0155644,0.82915616,-0.82915616,1.8064214,1.3758115,0.9400643,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
02\000063.png,2,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,-0.7268438,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,1.8064214,-0.591608,-0.7874008,-0.1118034,-0.33104235,-0.1118034
06\000064.png,6,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,-0.7268438,-1.063757,-1.2060454,-2.0976176,0.47673127,-0.25649458,-0.45711622,-1.6903085,-0.39641246,-0.82915616,1.8064214,-0.591608,-0.7874008,-0.1118034,-0.33104235,-0.1118034
03\000065.png,3,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,1.3758115,-1.063757,0.82915616,0.47673127,-2.0976176,-0.25649458,2.1876276,0.591608,-0.39641246,-0.82915616,1.8064214,-0.591608,-0.7874008,-0.1118034,-0.33104235,-0.1118034
01\000066.png,1,-0.8505317,2.0155644,0.82915616,-0.82915616,1.8064214,-0.7268438,-1.063757,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
00\000067.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,-1.063757,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
06\000068.png,6,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,1.3758115,0.9400643,-1.2060454,-2.0976176,-2.0976176,-0.25649458,-0.45711622,-1.6903085,-0.39641246,-0.82915616,-0.5535807,-0.591608,-0.7874008,8.944272,-0.33104235,-0.1118034
03\000069.png,3,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,1.3758115,0.9400643,0.82915616,0.47673127,-2.0976176,3.8987176,2.1876276,0.591608,-0.39641246,1.2060454,1.8064214,-0.591608,-0.7874008,-0.1118034,-0.33104235,-0.1118034
01\000070.png,1,-0.8505317,2.0155644,0.82915616,-0.82915616,1.8064214,1.3758115,-1.063757,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,1.2060454,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
05\000071.png,5,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,-0.7268438,-1.063757,-1.2060454,-2.0976176,0.47673127,-0.25649458,-0.45711622,-1.6903085,-0.39641246,-0.82915616,-0.5535807,-0.591608,-0.7874008,-0.1118034,3.0207615,-0.1118034
04\000072.png,4,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,1.3758115,-1.063757,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,-1.6903085,-0.39641246,-0.82915616,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
02\000073.png,2,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,-0.7268438,-1.063757,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,1.2060454,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
02\000074.png,2,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,-0.7268438,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
00\000075.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,1.8064214,-0.7268438,-1.063757,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
00\000076.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,-1.063757,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
05\000077.png,5,1.1757351,-0.49613893,0.82915616,-0.82915616,1.8064214,-0.7268438,-1.063757,-1.2060454,-2.0976176,0.47673127,3.8987176,-0.45711622,-1.6903085,-0.39641246,-0.82915616,-0.5535807,-0.591608,-0.7874008,-0.1118034,3.0207615,-0.1118034
00\000078.png,0,1.1757351,-0.49613893,-1.2060454,1.2060454,-0.5535807,-0.7268438,0.9400643,0.82915616,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,1.2060454,-0.5535807,-0.591608,1.2700013,-0.1118034,-0.33104235,-0.1118034
06\000079.png,6,-0.8505317,-0.49613893,0.82915616,-0.82915616,-0.5535807,-0.7268438,-1.063757,-1.2060454,-2.0976176,0.47673127,-0.25649458,-0.45711622,-1.6903085,-0.39641246,-0.82915616,1.8064214,-0.591608,-0.7874008,-0.1118034,-0.33104235,-0.1118034
01\000080.png,1,-0.8505317,2.0155644,0.82915616,-0.82915616,1.8064214,-0.7268438,-1.063757,-1.2060454,0.47673127,0.47673127,-0.25649458,-0.45711622,0.591608,-0.39641246,-0.82915616,-0.5535807,1.6903085,-0.7874008,-0.1118034,-0.33104235,-0.1118034
