images,values,hobby_0,hobby_1,hobby_2,age_0,age_1,age_2,age_3,educational_level_0,educational_level_1,educational_level_2,educational_level_3,marital_status_0,marital_status_1,marital_status_2,marital_status_3
00\000044.png,0,-0.910259,1.6966991,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,-0.80064076,2.1950357,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
00\000045.png,0,-0.910259,1.6966991,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
00\000046.png,0,-0.910259,1.6966991,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,-0.73632103,2.081666,-0.32163376
02\000047.png,2,1.0985885,-0.58937967,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,-0.7617394,-0.80064076,-0.45557344,3.6362374,-0.7617394,1.3581033,-0.48038447,-0.32163376
01\000048.png,1,-0.910259,1.6966991,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
02\000049.png,2,1.0985885,-0.58937967,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,-0.7617394,-0.73632103,-0.48038447,3.1091263
00\000050.png,0,1.0985885,-0.58937967,-0.6376468,-0.7617394,-0.7745967,2.081666,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
00\000051.png,0,-0.910259,1.6966991,-0.6376468,-0.7617394,-0.7745967,2.081666,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
01\000052.png,1,-0.910259,-0.58937967,1.5682664,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
01\000053.png,1,1.0985885,-0.58937967,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
02\000054.png,2,1.0985885,-0.58937967,-0.6376468,-0.7617394,-0.7745967,2.081666,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,-0.7617394,-0.73632103,-0.48038447,3.1091263
01\000055.png,1,1.0985885,-0.58937967,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
02\000056.png,2,-0.910259,-0.58937967,1.5682664,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,-0.80064076,-0.45557344,3.6362374,-0.7617394,1.3581033,-0.48038447,-0.32163376
01\000057.png,1,-0.910259,1.6966991,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,-0.80064076,2.1950357,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
01\000058.png,1,1.0985885,-0.58937967,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,-0.80064076,2.1950357,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
02\000059.png,2,1.0985885,-0.58937967,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,-0.7617394,-0.80064076,-0.45557344,3.6362374,-0.7617394,-0.73632103,-0.48038447,3.1091263
02\000060.png,2,1.0985885,-0.58937967,-0.6376468,-0.7617394,-0.7745967,-0.48038447,3.6362374,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
00\000061.png,0,-0.910259,1.6966991,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
02\000062.png,2,-0.910259,-0.58937967,1.5682664,-0.7617394,-0.7745967,-0.48038447,3.6362374,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
00\000063.png,0,-0.910259,1.6966991,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
00\000064.png,0,1.0985885,-0.58937967,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
01\000065.png,1,-0.910259,-0.58937967,1.5682664,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
01\000066.png,1,-0.910259,-0.58937967,1.5682664,-0.7617394,-0.7745967,2.081666,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
00\000067.png,0,1.0985885,-0.58937967,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,-0.73632103,2.081666,-0.32163376
01\000068.png,1,-0.910259,1.6966991,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
01\000069.png,1,-0.910259,1.6966991,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
01\000070.png,1,-0.910259,1.6966991,-0.6376468,-0.7617394,-0.7745967,2.081666,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,-0.7617394,-0.73632103,2.081666,-0.32163376
01\000071.png,1,1.0985885,-0.58937967,-0.6376468,-0.7617394,-0.7745967,2.081666,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
01\000072.png,1,-0.910259,1.6966991,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
00\000073.png,0,1.0985885,-0.58937967,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
01\000074.png,1,-0.910259,-0.58937967,1.5682664,-0.7617394,1.2909944,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
00\000075.png,0,-0.910259,-0.58937967,1.5682664,-0.7617394,1.2909944,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
02\000076.png,2,-0.910259,-0.58937967,1.5682664,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,-0.80064076,-0.45557344,3.6362374,-0.7617394,-0.73632103,-0.48038447,3.1091263
01\000077.png,1,-0.910259,-0.58937967,1.5682664,-0.7617394,-0.7745967,2.081666,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
01\000078.png,1,-0.910259,1.6966991,-0.6376468,-0.7617394,-0.7745967,2.081666,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
00\000079.png,0,-0.910259,1.6966991,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,-0.80064076,2.1950357,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
01\000080.png,1,1.0985885,-0.58937967,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
00\000081.png,0,-0.910259,-0.58937967,1.5682664,1.3127849,-0.7745967,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
02\000082.png,2,-0.910259,1.6966991,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,-0.7617394,-0.80064076,-0.45557344,3.6362374,1.3127849,-0.73632103,-0.48038447,-0.32163376
01\000083.png,1,-0.910259,1.6966991,-0.6376468,-0.7617394,-0.7745967,2.081666,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
02\000084.png,2,-0.910259,1.6966991,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,-0.73632103,-0.48038447,3.1091263
02\000085.png,2,1.0985885,-0.58937967,-0.6376468,-0.7617394,-0.7745967,-0.48038447,3.6362374,-0.7617394,1.2489996,-0.45557344,-0.27500954,-0.7617394,-0.73632103,2.081666,-0.32163376
01\000086.png,1,-0.910259,1.6966991,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,-0.7617394,-0.80064076,2.1950357,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
00\000087.png,0,1.0985885,-0.58937967,-0.6376468,-0.7617394,-0.7745967,2.081666,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
00\000088.png,0,-0.910259,-0.58937967,1.5682664,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
00\000089.png,0,-0.910259,-0.58937967,1.5682664,1.3127849,-0.7745967,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
02\000090.png,2,-0.910259,-0.58937967,1.5682664,-0.7617394,-0.7745967,2.081666,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,-0.73632103,-0.48038447,3.1091263
02\000091.png,2,-0.910259,1.6966991,-0.6376468,-0.7617394,-0.7745967,2.081666,-0.27500954,-0.7617394,-0.80064076,-0.45557344,3.6362374,1.3127849,-0.73632103,-0.48038447,-0.32163376
01\000092.png,1,1.0985885,-0.58937967,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,-0.7617394,-0.80064076,2.1950357,-0.27500954,-0.7617394,-0.73632103,2.081666,-0.32163376
02\000093.png,2,-0.910259,-0.58937967,1.5682664,-0.7617394,-0.7745967,2.081666,-0.27500954,-0.7617394,-0.80064076,-0.45557344,3.6362374,-0.7617394,1.3581033,-0.48038447,-0.32163376
01\000094.png,1,1.0985885,-0.58937967,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
02\000095.png,2,-0.910259,1.6966991,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,-0.73632103,-0.48038447,3.1091263
01\000096.png,1,-0.910259,-0.58937967,1.5682664,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
02\000097.png,2,-0.910259,-0.58937967,1.5682664,-0.7617394,1.2909944,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,-0.7617394,-0.73632103,-0.48038447,3.1091263
00\000098.png,0,-0.910259,1.6966991,-0.6376468,-0.7617394,-0.7745967,2.081666,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,-0.73632103,2.081666,-0.32163376
00\000099.png,0,-0.910259,1.6966991,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
02\000100.png,2,-0.910259,-0.58937967,1.5682664,-0.7617394,-0.7745967,-0.48038447,3.6362374,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,-0.73632103,2.081666,-0.32163376
02\000101.png,2,1.0985885,-0.58937967,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,-0.80064076,-0.45557344,3.6362374,-0.7617394,-0.73632103,2.081666,-0.32163376
00\000102.png,0,-0.910259,1.6966991,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
01\000103.png,1,1.0985885,-0.58937967,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
00\000104.png,0,-0.910259,-0.58937967,1.5682664,1.3127849,-0.7745967,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
00\000105.png,0,1.0985885,-0.58937967,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
00\000106.png,0,1.0985885,-0.58937967,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
00\000107.png,0,1.0985885,-0.58937967,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,-0.73632103,2.081666,-0.32163376
00\000108.png,0,1.0985885,-0.58937967,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,-0.80064076,2.1950357,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
00\000109.png,0,1.0985885,-0.58937967,-0.6376468,-0.7617394,-0.7745967,2.081666,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
00\000110.png,0,1.0985885,-0.58937967,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,-0.80064076,2.1950357,-0.27500954,-0.7617394,-0.73632103,2.081666,-0.32163376
00\000111.png,0,1.0985885,-0.58937967,-0.6376468,-0.7617394,-0.7745967,2.081666,-0.27500954,-0.7617394,-0.80064076,2.1950357,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
01\000112.png,1,1.0985885,-0.58937967,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
01\000113.png,1,1.0985885,-0.58937967,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
01\000114.png,1,1.0985885,-0.58937967,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
01\000115.png,1,1.0985885,-0.58937967,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,-0.7617394,-0.73632103,2.081666,-0.32163376
01\000116.png,1,1.0985885,-0.58937967,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,-0.7617394,-0.80064076,2.1950357,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
01\000117.png,1,1.0985885,-0.58937967,-0.6376468,-0.7617394,-0.7745967,2.081666,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
01\000118.png,1,1.0985885,-0.58937967,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,-0.7617394,-0.80064076,2.1950357,-0.27500954,-0.7617394,-0.73632103,2.081666,-0.32163376
01\000119.png,1,1.0985885,-0.58937967,-0.6376468,-0.7617394,-0.7745967,2.081666,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,-0.7617394,-0.73632103,2.081666,-0.32163376
00\000120.png,0,1.0985885,-0.58937967,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,-0.80064076,2.1950357,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
01\000121.png,1,1.0985885,-0.58937967,-0.6376468,-0.7617394,-0.7745967,2.081666,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
00\000122.png,0,1.0985885,-0.58937967,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,1.3127849,-0.80064076,-0.45557344,-0.27500954,-0.7617394,-0.73632103,2.081666,-0.32163376
01\000123.png,1,1.0985885,-0.58937967,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,-0.7617394,-0.80064076,2.1950357,-0.27500954,1.3127849,-0.73632103,-0.48038447,-0.32163376
00\000124.png,0,1.0985885,-0.58937967,-0.6376468,1.3127849,-0.7745967,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,-0.7617394,-0.73632103,2.081666,-0.32163376
01\000125.png,1,1.0985885,-0.58937967,-0.6376468,-0.7617394,1.2909944,-0.48038447,-0.27500954,-0.7617394,1.2489996,-0.45557344,-0.27500954,-0.7617394,1.3581033,-0.48038447,-0.32163376
