images,values,sepal_length,sepal_width,petal_length,petal_width
00\000033.png,0,-1.0454315,0.97701377,-1.4046872,-1.1759082
00\000034.png,0,-1.7819389,0.30960408,-1.4046872,-1.3074172
00\000035.png,0,-1.0454315,0.97701377,-1.2327431,-0.78138167
00\000036.png,0,-1.2909337,-0.13533589,-1.3473725,-1.1759082
00\000037.png,0,-0.9226804,1.6444235,-1.2327431,-1.3074172
00\000038.png,0,-1.5364366,0.30960408,-1.3473725,-1.3074172
00\000039.png,0,-1.0454315,0.5320738,-1.3473725,-1.3074172
01\000040.png,1,0.6730861,0.30960408,0.42938244,0.4021979
01\000041.png,1,1.2868423,0.08713383,0.6586412,0.4021979
01\000042.png,1,-0.43167523,-1.6926255,0.14280908,0.13918014
01\000043.png,1,0.7958372,-0.58027583,0.48669708,0.4021979
01\000044.png,1,-0.18617295,-0.58027583,0.42938244,0.13918014
01\000045.png,1,-1.1681826,-1.4701552,-0.25839368,-0.25534633
01\000046.png,1,0.91858834,-0.3578056,0.48669708,0.13918014
01\000047.png,1,-0.7999292,-0.8027456,0.08549445,0.270689
01\000048.png,1,-1.0454315,-2.3600352,-0.14376432,-0.25534633
01\000049.png,1,0.05932989,-0.13533589,0.2574383,0.4021979
01\000050.png,1,0.18208103,-1.9150952,0.14280908,-0.25534633
01\000051.png,1,0.30483216,-0.3578056,0.5440117,0.270689
01\000052.png,1,1.0413395,0.08713383,0.37206784,0.270689
01\000053.png,1,-0.06342124,-0.8027456,0.20012368,-0.25534633
01\000054.png,1,0.42758328,-1.9150952,0.42938244,0.4021979
01\000055.png,1,-0.30892408,-1.2476856,0.08549445,-0.123837456
01\000056.png,1,0.30483216,-0.58027583,0.5440117,0.0076714247
01\000057.png,1,0.6730861,-0.3578056,0.3147532,0.13918014
01\000058.png,1,0.91858834,-0.13533589,0.37206784,0.270689
01\000059.png,1,1.1640912,-0.58027583,0.60132664,0.270689
01\000060.png,1,1.0413395,-0.13533589,0.71595585,0.6652157
01\000061.png,1,0.18208103,-0.3578056,0.42938244,0.4021979
01\000062.png,1,-0.18617295,-1.0252159,-0.14376432,-0.25534633
01\000063.png,1,-0.43167523,-1.4701552,0.028179696,-0.123837456
01\000064.png,1,-0.43167523,-1.4701552,-0.029134925,-0.25534633
01\000065.png,1,-0.06342124,-0.8027456,0.08549445,0.0076714247
01\000066.png,1,-0.5544263,-0.13533589,0.42938244,0.4021979
01\000067.png,1,0.18208103,0.7545441,0.42938244,0.5337068
01\000068.png,1,1.0413395,0.08713383,0.5440117,0.4021979
01\000069.png,1,0.550335,-1.6926255,0.37206784,0.13918014
01\000070.png,1,-0.30892408,-0.13533589,0.20012368,0.13918014
01\000071.png,1,-0.43167523,-1.2476856,0.14280908,0.13918014
01\000072.png,1,-0.43167523,-1.0252159,0.37206784,0.0076714247
01\000073.png,1,0.30483216,-0.13533589,0.48669708,0.270689
01\000074.png,1,-0.06342124,-1.0252159,0.14280908,0.0076714247
01\000075.png,1,-1.0454315,-1.6926255,-0.25839368,-0.25534633
01\000076.png,1,-0.30892408,-0.8027456,0.2574383,0.13918014
01\000077.png,1,-0.18617295,-0.3578056,0.2574383,0.13918014
01\000078.png,1,0.42758328,-0.3578056,0.3147532,0.13918014
01\000079.png,1,-0.18617295,-0.58027583,0.20012368,0.13918014
02\000080.png,2,0.550335,0.5320738,1.2891026,1.7172863
02\000081.png,2,-0.06342124,-0.8027456,0.7732705,0.92823327
02\000082.png,2,1.5323446,-0.13533589,1.231788,1.1912508
02\000083.png,2,0.550335,-0.3578056,1.0598439,0.7967244
02\000084.png,2,-1.1681826,-1.2476856,0.42938244,0.6652157
02\000085.png,2,1.7778474,-0.3578056,1.4610467,0.7967244
02\000086.png,2,1.0413395,-1.2476856,1.1744734,0.7967244
02\000087.png,2,1.6550957,1.1994835,1.3464172,1.7172863
02\000088.png,2,0.7958372,0.30960408,0.7732705,1.0597421
02\000089.png,2,0.6730861,-0.8027456,0.8879,0.92823327
02\000090.png,2,1.1640912,-0.13533589,1.0025293,1.1912508
02\000091.png,2,-0.18617295,-1.2476856,0.71595585,1.0597421
02\000092.png,2,-0.06342124,-0.58027583,0.7732705,1.5857776
02\000093.png,2,0.6730861,0.30960408,0.8879,1.4542686
02\000094.png,2,2.268852,1.6444235,1.6903052,1.3227599
02\000095.png,2,0.18208103,-1.9150952,0.71595585,0.4021979
02\000096.png,2,1.2868423,0.30960408,1.1171585,1.4542686
02\000097.png,2,-0.30892408,-0.58027583,0.6586412,1.0597421
02\000098.png,2,2.268852,-0.58027583,1.6903052,1.0597421
02\000099.png,2,1.0413395,0.5320738,1.1171585,1.1912508
02\000100.png,2,1.6550957,0.30960408,1.2891026,0.7967244
02\000101.png,2,0.6730861,-0.58027583,1.0598439,1.1912508
02\000102.png,2,1.6550957,-0.13533589,1.1744734,0.5337068
02\000103.png,2,1.9005985,-0.58027583,1.3464172,0.92823327
02\000104.png,2,2.5143547,1.6444235,1.5183613,1.0597421
02\000105.png,2,0.30483216,-1.0252159,1.0598439,0.270689
02\000106.png,2,2.268852,-0.13533589,1.3464172,1.4542686
02\000107.png,2,0.550335,0.7545441,1.0598439,1.5857776
02\000108.png,2,0.6730861,0.08713383,1.0025293,0.7967244
02\000109.png,2,0.18208103,-0.13533589,0.60132664,0.7967244
02\000110.png,2,1.2868423,0.08713383,0.9452146,1.1912508
02\000111.png,2,1.2868423,0.08713383,0.7732705,1.4542686
02\000112.png,2,-0.06342124,-0.8027456,0.7732705,0.92823327
02\000113.png,2,1.1640912,0.30960408,1.231788,1.4542686
02\000114.png,2,1.0413395,0.5320738,1.1171585,1.7172863
02\000115.png,2,1.0413395,-0.13533589,0.8305851,1.4542686
02\000116.png,2,0.550335,-1.2476856,0.71595585,0.92823327
02\000117.png,2,0.7958372,-0.13533589,0.8305851,1.0597421
02\000118.png,2,0.42758328,0.7545441,0.9452146,1.4542686
02\000119.png,2,0.05932989,-0.13533589,0.7732705,0.7967244
